Episode,Reward
332,116.75
333,106.44999999999999
334,73.0
335,91.5
336,106.5
337,88.00000000000001
338,115.5
339,114.85
340,84.6
341,115.5
342,48.49999999999999
343,72.55
344,68.75
345,85.5
346,84.6
347,76.0
348,81.0
349,60.099999999999994
350,75.19999999999999
351,58.9
352,104.05
353,119.05
354,84.6
355,117.25
356,48.699999999999996
357,106.89999999999999
358,70.15
359,86.75
360,104.95
361,76.99999999999999
362,94.65
363,46.3
364,79.85
365,66.89999999999999
366,63.599999999999994
367,74.6
368,80.99999999999999
369,70.0
370,99.95
371,73.65
372,84.6
373,80.8
374,66.89999999999999
375,50.400000000000006
376,93.30000000000001
377,84.6
378,115.1
379,125.1
380,98.5
381,103.29999999999998
382,72.55
383,111.2
384,62.89999999999999
385,67.39999999999999
386,98.10000000000001
387,69.6
388,119.04999999999998
389,66.3
390,73.8
391,113.49999999999999
392,64.95
393,107.69999999999999
394,69.1
395,104.95
396,104.69999999999999
397,99.19999999999999
398,84.6
399,58.8
400,83.29999999999998
401,68.75
402,64.39999999999999
403,95.1
404,66.8
405,74.44999999999999
406,110.39999999999998
407,62.89999999999999
408,66.35
409,78.89999999999999
410,115.69999999999999
411,108.79999999999998
412,107.94999999999999
413,112.99999999999997
414,115.4
415,89.4
416,100.69999999999999
417,84.6
418,72.55
419,66.8
420,88.0
421,109.14999999999999
422,58.8
423,84.6
424,82.6
425,82.89999999999999
426,74.15
427,97.39999999999999
428,48.3
429,96.50000000000001
430,96.1
431,76.6
432,80.44999999999999
433,75.4
434,94.3
435,66.6
436,101.5
437,81.3
438,82.39999999999999
439,106.9
440,96.85000000000001
441,80.8
442,89.19999999999999
443,88.8
444,42.3
445,79.2
446,86.75
447,81.9
448,67.1
449,74.9
450,64.8
451,112.69999999999999
452,107.1
453,96.89999999999999
454,100.65
455,104.65
456,81.2
457,104.95
458,78.0
459,78.64999999999999
460,74.2
461,123.0
462,67.6
463,99.6
464,106.9
465,106.45000000000002
466,78.39999999999999
467,84.39999999999999
468,76.0
469,104.95
470,78.0
471,84.85
472,86.8
473,74.45
474,90.3
475,50.3
476,102.9
477,96.15
478,86.75
479,81.39999999999999
480,58.35
481,76.39999999999999
482,74.0
483,80.3
484,76.39999999999999
485,72.8
486,119.05
487,88.0
488,107.1
489,66.14999999999999
490,88.8
491,103.3
492,78.39999999999999
493,67.1
494,59.95
495,96.94999999999999
496,102.64999999999999
497,95.1
498,78.8
499,86.75
500,76.29999999999998
501,119.05
502,119.05
503,101.1
504,105.2
505,113.39999999999998
506,73.8
507,66.39999999999999
508,86.19999999999999
509,91.95
510,67.1
511,64.89999999999999
512,72.55
513,67.1
514,88.8
515,72.8
516,125.19999999999999
517,78.30000000000001
518,125.1
519,88.0
520,107.1
521,66.89999999999999
522,111.5
523,125.19999999999997
524,73.6
525,67.1
526,104.89999999999999
527,88.6
528,98.29999999999998
529,77.49999999999999
530,42.3
531,53.9
532,112.95
533,104.95
534,119.05
535,74.45
536,67.1
537,69.15
538,104.94999999999999
539,86.25
540,82.8
541,81.89999999999999
542,95.6
543,126.89999999999999
544,88.8
545,106.5
546,67.1
547,90.55000000000001
548,47.5
549,139.5
550,95.6
551,53.7
552,63.3
553,83.65
554,107.1
555,106.9
556,112.94999999999999
557,56.699999999999996
558,99.39999999999999
559,112.15
560,67.1
561,58.8
562,85.1
563,95.1
564,80.0
565,108.49999999999999
566,112.69999999999999
567,52.699999999999996
568,105.5
569,91.5
570,76.39999999999999
571,67.1
572,104.1
573,127.69999999999999
574,67.1
575,88.8
576,67.1
577,102.9
578,89.0
579,112.69999999999999
580,67.1
581,94.1
582,83.0
583,83.8
584,86.8
585,111.1
586,72.55
587,114.85
588,67.1
589,75.6
590,107.1
591,58.89999999999999
592,88.8
593,107.1
594,112.69999999999999
595,67.1
596,91.39999999999998
597,53.9
598,50.5
599,78.0
600,139.5
601,122.89999999999999
602,103.19999999999999
603,98.3
604,66.89999999999999
605,91.5
606,67.1
607,95.6
608,74.45
609,88.8
610,74.45
611,88.8
612,107.1
613,88.8
614,67.1
615,88.65
616,74.0
617,82.45
618,101.5
619,68.75
620,80.0
621,84.6
622,67.1
623,100.75
624,106.69999999999999
625,112.15
626,80.8
627,88.14999999999999
628,93.39999999999998
629,67.7
630,100.75
631,64.6
632,104.69999999999999
633,111.19999999999999
634,84.6
635,68.75
636,112.24999999999999
637,107.1
638,67.1
639,82.35
640,74.45
641,66.89999999999999
642,88.65
643,80.8
644,90.55
645,93.29999999999998
646,107.1
647,66.5
648,58.89999999999999
649,65.9
650,96.5
651,78.89999999999999
652,100.5
653,74.45
654,114.85
655,87.5
656,67.3
657,104.95
658,106.5
659,106.5
660,96.85
661,88.8
662,100.69999999999999
663,67.1
664,54.89999999999999
665,99.19999999999999
666,73.6
667,119.05000000000001
668,56.7
669,71.6
670,67.6
671,67.1
672,84.15
673,50.699999999999996
674,67.1
675,107.1
676,87.19999999999999
677,107.1
678,105.5
679,58.699999999999996
680,113.39999999999999
681,112.99999999999997
682,110.29999999999998
683,88.65
684,67.1
685,115.6
686,61.5
687,84.35000000000001
688,107.1
689,59.7
690,107.1
691,96.5
692,116.1
693,74.45
694,88.65
695,114.85
696,68.75
697,67.1
698,107.1
699,67.1
700,95.9
701,60.89999999999999
702,112.69999999999999
703,96.15
704,81.0
705,95.5
706,114.85
707,74.45
708,74.0
709,88.8
710,74.45
711,122.99999999999997
712,74.45
713,114.85
714,103.1
715,80.60000000000001
716,125.2
717,62.699999999999996
718,85.0
719,73.8
720,86.2
721,105.5
722,91.3
723,139.5
724,67.1
725,108.75
726,107.1
727,91.3
728,114.85
729,57.5
730,67.1
731,88.8
732,126.89999999999998
733,67.1
734,112.69999999999999
735,98.5
736,100.75
737,67.1
738,107.1
739,88.8
740,66.6
741,88.8
742,84.6
743,107.1
744,65.1
745,95.6
746,139.5
747,67.1
748,88.65
749,98.7
750,88.8
751,67.1
752,114.85
753,88.6
754,100.69999999999999
755,88.8
756,95.7
757,98.9
758,63.3
759,84.6
760,116.1
761,100.65
762,74.39999999999999
763,100.75
764,107.1
765,88.65
766,90.55
767,112.8
768,60.9
769,68.75
770,62.55
771,88.8
772,68.75
773,107.1
774,101.5
775,66.89999999999999
776,114.85
777,107.1
778,107.1
779,74.45
780,65.1
781,67.3
782,139.5
783,112.8
784,66.89999999999999
785,119.04999999999998
786,74.45
787,111.0
788,114.85
789,72.55000000000001
790,88.8
791,100.69999999999999
792,73.8
793,58.699999999999996
794,89.8
795,107.1
796,74.45
797,104.6
798,88.8
799,88.8
800,88.6
801,82.8
802,72.55
803,74.44999999999999
804,125.19999999999999
805,74.45
806,119.04999999999998
807,72.55
808,74.25
809,119.05000000000001
810,138.59999999999997
811,102.54999999999998
812,66.89999999999999
813,66.89999999999999
814,67.1
815,70.29999999999998
816,114.85
817,74.45
818,65.1
819,84.39999999999999
820,107.1
821,117.5
822,67.1
823,54.699999999999996
824,84.6
825,66.89999999999999
826,139.5
827,67.1
828,62.699999999999996
829,104.95
830,100.75
831,96.29999999999998
832,65.1
833,71.6
834,84.6
835,106.5
836,60.89999999999999
837,88.8
838,94.6
839,94.3
840,67.1
841,112.7
842,116.0
843,67.1
844,93.5
845,70.65
846,88.65
847,88.8
848,107.1
849,84.15
850,98.1
851,88.8
852,119.04999999999998
853,63.04999999999999
854,88.8
855,62.25
856,106.5
857,88.8
858,88.8
859,107.1
860,65.1
861,87.5
862,88.65
863,88.79999999999998
864,68.75
865,100.75
866,67.1
867,66.89999999999999
868,107.1
869,65.1
870,100.65
871,67.1
872,82.8
873,67.1
874,90.55
875,107.1
876,115.39999999999998
877,84.6
878,107.1
879,74.45
880,74.45
881,67.1
882,114.85
883,88.65
884,88.8
885,114.85
886,74.45
887,69.1
888,67.1
889,84.15
890,68.1
891,67.1
892,88.8
893,80.6
894,84.85
895,112.69999999999999
896,99.1
897,93.29999999999998
898,98.25
899,80.8
900,107.1
901,67.1
902,88.65
903,84.35
904,88.8
905,100.75
906,112.69999999999999
907,101.1
908,80.6
909,88.65
910,80.49999999999999
911,66.89999999999999
912,96.94999999999999
913,88.8
914,88.1
915,68.75
916,102.54999999999998
917,74.45
918,100.75
919,103.99999999999997
920,88.8
921,88.8
922,82.6
923,102.55000000000001
924,107.1
925,88.65
926,63.199999999999996
927,107.1
928,107.1
929,66.89999999999999
930,68.74999999999999
931,114.85
932,107.1
933,102.54999999999998
934,107.1
935,108.05
936,88.14999999999999
937,78.8
938,64.95
939,88.65
940,74.85
941,88.65
942,123.0
943,125.19999999999999
944,106.89999999999998
945,138.6
946,67.1
947,106.95
948,84.6
949,113.39999999999999
950,73.2
951,107.5
952,102.54999999999998
953,97.29999999999998
954,67.1
955,107.1
956,88.65
957,94.69999999999999
958,74.45
959,100.75
960,72.55000000000001
961,106.5
962,76.8
963,107.1
964,80.8
965,68.1
966,107.1
967,98.69999999999999
968,125.19999999999999
969,52.699999999999996
970,94.29999999999998
971,138.6
972,93.29999999999998
973,107.1
974,88.8
975,81.0
976,69.0
977,67.1
978,106.5
979,66.44999999999999
980,88.8
981,69.1
982,88.8
983,88.8
984,67.1
985,84.8
986,105.5
987,67.1
988,67.29999999999998
989,95.6
990,139.5
991,67.1
992,107.6
993,95.30000000000001
994,88.8
995,74.45
996,114.85
997,98.8
998,74.45
999,74.45
1000,88.8
1001,66.89999999999999
1002,107.1
1003,67.1
1004,66.89999999999999
1005,108.79999999999998
1006,84.6
1007,103.9
1008,88.8
1009,66.89999999999999
1010,74.45
1011,100.75
1012,94.6
1013,95.6
1014,82.44999999999999
1015,125.19999999999999
1016,81.4
1017,88.15
1018,67.1
1019,100.75
1020,65.3
1021,67.1
1022,74.45
1023,67.1
1024,66.89999999999999
1025,67.1
1026,67.1
1027,92.69999999999999
1028,96.85
1029,67.1
1030,112.69999999999999
1031,89.19999999999996
1032,83.9
1033,66.89999999999999
1034,88.8
1035,107.1
1036,103.64999999999999
1037,88.8
1038,107.1
1039,96.75
1040,100.75
1041,88.8
1042,75.6
1043,107.1
1044,88.8
1045,94.1
1046,102.64999999999999
1047,67.1
1048,106.5
1049,88.8
1050,104.85
1051,100.75
1052,98.3
1053,66.6
1054,106.9
1055,107.1
1056,114.85
1057,114.85
1058,88.8
1059,88.14999999999999
1060,100.75
1061,96.75
1062,100.75
1063,65.1
1064,100.75
1065,67.1
1066,62.89999999999999
1067,98.9
1068,67.1
1069,67.1
1070,84.6
1071,138.6
1072,88.8
1073,74.45
1074,88.8
1075,93.29999999999998
1076,74.39999999999999
1077,86.2
1078,88.65
1079,88.8
1080,67.1
1081,106.5
1082,66.89999999999999
1083,67.1
1084,102.9
1085,88.65
1086,126.89999999999998
1087,88.8
1088,74.45
1089,69.1
1090,126.89999999999998
1091,106.5
1092,82.45
1093,88.65
1094,67.1
1095,85.0
1096,112.69999999999999
1097,67.1
1098,100.69999999999999
1099,88.65
1100,74.45
1101,100.75
1102,67.1
1103,117.25
1104,100.5
1105,111.19999999999999
1106,107.1
1107,103.64999999999999
1108,103.1
1109,107.1
1110,80.0
1111,114.85
1112,139.5
1113,119.39999999999999
1114,90.54999999999998
1115,107.1
1116,100.75
1117,98.65
1118,127.79999999999998
1119,139.5
1120,67.1
1121,88.65
1122,88.8
1123,89.29999999999998
1124,74.44999999999999
1125,88.65
1126,67.1
1127,101.1
1128,91.5
1129,93.29999999999998
1130,82.1
1131,74.45
1132,107.1
1133,66.89999999999999
1134,84.6
1135,114.85
1136,95.9
1137,107.1
1138,80.0
1139,107.09999999999998
1140,87.19999999999999
1141,88.79999999999998
1142,107.1
1143,84.6
1144,110.5
1145,74.45
1146,113.85
1147,95.6
1148,67.1
1149,106.5
1150,87.69999999999999
1151,102.54999999999998
1152,95.6
1153,84.6
1154,104.89999999999999
1155,98.7
1156,84.6
1157,112.69999999999999
1158,100.75
1159,91.5
1160,107.1
1161,88.65
1162,98.3
1163,67.1
1164,74.44999999999999
1165,115.69999999999997
1166,88.65
1167,107.1
1168,96.29999999999998
1169,114.85
1170,107.1
1171,96.30000000000001
1172,107.1
1173,88.65
1174,114.85
1175,87.19999999999999
1176,88.8
1177,100.75
1178,67.1
1179,93.69999999999999
1180,100.65
1181,68.35
1182,88.8
1183,107.1
1184,96.5
1185,88.65
1186,127.89999999999998
1187,67.1
1188,74.45
1189,88.8
1190,105.1
1191,67.1
1192,67.1
1193,107.1
1194,98.95000000000002
1195,67.1
1196,66.89999999999999
1197,88.8
1198,88.8
1199,95.6
1200,100.75
1201,75.6
1202,139.5
1203,88.65
1204,74.45
1205,96.29999999999998
1206,82.45
1207,94.9
1208,98.9
1209,107.1
1210,74.45
1211,88.65
1212,67.1
1213,65.1
1214,88.65
1215,78.8
1216,94.6
1217,95.6
1218,83.19999999999999
1219,74.45
1220,106.5
1221,67.95
1222,74.45
1223,88.8
1224,80.8
1225,97.29999999999998
1226,97.29999999999998
1227,106.69999999999999
1228,82.45
1229,107.1
1230,100.75
1231,107.1
1232,88.8
1233,102.54999999999998
1234,88.65
1235,65.3
1236,65.1
1237,138.6
1238,68.74999999999999
1239,127.8
1240,100.75
1241,55.099999999999994
1242,125.19999999999999
1243,107.1
1244,67.1
1245,100.75
1246,66.8
1247,88.65
1248,98.3
1249,104.95
1250,87.0
1251,107.69999999999999
1252,88.8
1253,125.19999999999999
1254,114.85
1255,139.5
1256,70.7
1257,68.74999999999999
1258,112.49999999999999
1259,100.75
1260,74.45
1261,114.85
1262,100.75
1263,88.14999999999999
1264,96.35
1265,81.10000000000001
1266,88.8
1267,107.1
1268,71.4
1269,100.75
1270,112.8
1271,78.65
1272,107.1
1273,87.0
1274,112.15
1275,100.75
1276,88.8
1277,60.0
1278,139.5
1279,87.0
1280,102.69999999999999
1281,95.6
1282,88.65
1283,139.5
1284,125.19999999999999
1285,65.1
1286,104.44999999999999
1287,67.1
1288,61.5
1289,88.65
1290,86.75
1291,115.09999999999998
1292,88.65
1293,98.3
1294,47.5
1295,67.1
1296,114.85
1297,107.1
1298,65.1
1299,69.0
1300,97.39999999999999
1301,107.1
1302,74.45
1303,74.45
1304,95.6
1305,107.1
1306,112.69999999999999
1307,74.45
1308,74.45
1309,113.3
1310,93.30000000000001
1311,139.5
1312,87.0
1313,100.75
1314,74.45
1315,67.1
1316,87.0
1317,139.5
1318,88.8
1319,107.1
1320,74.44999999999999
1321,107.1
1322,88.65
1323,63.3
1324,107.59999999999998
1325,68.9
1326,56.699999999999996
1327,78.65
1328,87.1
1329,106.09999999999998
1330,67.1
1331,81.0
1332,59.7
1333,107.1
1334,102.55000000000001
1335,65.1
1336,60.1
1337,88.65
1338,74.45
1339,114.85
1340,88.65
1341,107.1
1342,115.19999999999999
1343,73.6
1344,114.85
1345,74.45
1346,112.69999999999999
1347,95.6
1348,65.1
1349,68.74999999999999
1350,107.1
1351,101.1
1352,90.15
1353,106.69999999999999
1354,100.75
1355,111.19999999999999
1356,67.1
1357,69.1
1358,88.8
1359,88.8
1360,107.1
1361,98.7
1362,125.09999999999998
1363,106.8
1364,107.1
1365,74.45
1366,114.85
1367,112.69999999999999
1368,67.1
1369,107.1
1370,107.1
1371,114.85
1372,98.74999999999999
1373,69.1
1374,119.05
1375,114.85
1376,94.3
1377,100.75
1378,69.1
1379,114.85
1380,107.1
1381,100.75
1382,104.95000000000002
1383,114.89999999999998
1384,88.8
1385,64.14999999999999
1386,96.75
1387,100.75
1388,88.65
1389,69.1
1390,100.75
1391,87.0
1392,88.8
1393,96.75
1394,139.5
1395,63.099999999999994
1396,67.1
1397,119.05
1398,88.8
1399,126.89999999999998
1400,88.65
1401,74.45
1402,81.0
1403,94.3
1404,116.1
1405,67.1
1406,87.5
1407,112.69999999999999
1408,138.6
1409,67.1
1410,88.8
1411,88.65
1412,89.10000000000001
1413,104.94999999999999
1414,81.0
1415,107.1
1416,88.14999999999999
1417,88.8
1418,74.85
1419,77.60000000000001
1420,101.1
1421,100.69999999999999
1422,114.54999999999998
1423,107.1
1424,107.1
1425,107.1
1426,95.6
1427,74.45
1428,138.6
1429,68.9
1430,107.1
1431,98.05000000000001
1432,97.1
1433,114.85
1434,114.85
1435,107.1
1436,126.89999999999999
1437,114.85
1438,88.8
1439,95.89999999999998
1440,88.8
1441,88.8
1442,113.39999999999998
1443,88.8
1444,74.39999999999999
1445,107.1
1446,79.85000000000001
1447,63.099999999999994
1448,110.59999999999998
1449,100.75
1450,106.69999999999999
1451,88.8
1452,107.1
1453,88.65
1454,107.1
1455,110.29999999999998
1456,107.1
1457,88.8
1458,100.75
1459,100.65
1460,86.75
1461,100.30000000000001
1462,74.44999999999999
1463,88.65
1464,97.70000000000002
1465,72.9
1466,89.0
1467,67.1
1468,81.0
1469,100.75
1470,74.45
1471,107.1
1472,69.1
1473,100.65
1474,67.1
1475,97.29999999999998
1476,100.75
1477,74.0
1478,88.64999999999999
1479,112.69999999999999
1480,69.1
1481,110.59999999999998
1482,68.74999999999999
1483,79.85000000000001
1484,67.1
1485,82.45
1486,67.1
1487,100.75
1488,53.9
1489,67.1
1490,69.1
1491,85.0
1492,88.8
1493,107.1
1494,114.85
1495,87.0
1496,114.85
1497,107.1
1498,107.1
1499,107.1
1500,59.7
1501,100.69999999999999
1502,67.1
1503,70.15
1504,114.85
1505,67.1
1506,114.85
1507,104.94999999999999
1508,59.7
1509,88.65
1510,100.75
1511,67.1
1512,91.65
1513,67.1
1514,58.699999999999996
1515,87.0
1516,112.69999999999999
1517,67.1
1518,127.79999999999998
1519,138.6
1520,104.09999999999997
1521,60.89999999999999
1522,114.85
1523,74.45
1524,88.8
1525,107.1
1526,106.69999999999999
1527,127.89999999999999
1528,67.1
1529,74.44999999999999
1530,107.1
1531,119.05
1532,95.6
1533,138.6
1534,67.1
1535,117.6
1536,74.45
1537,67.1
1538,102.55000000000001
1539,87.0
1540,87.0
1541,93.5
1542,114.85
1543,69.1
1544,88.8
1545,87.0
1546,88.8
1547,111.5
1548,66.6
1549,107.1
1550,88.8
1551,96.85
1552,67.1
1553,96.1
1554,98.3
1555,81.4
1556,107.1
1557,67.1
1558,112.8
1559,69.1
1560,107.1
1561,127.89999999999999
1562,92.1
1563,95.6
1564,88.0
1565,63.3
1566,69.1
1567,107.1
1568,88.65
1569,94.9
1570,67.1
1571,125.19999999999999
1572,67.1
1573,67.1
1574,114.85
1575,74.45
1576,88.65
1577,102.54999999999998
1578,91.5
1579,84.35000000000001
1580,67.1
1581,100.75
1582,138.6
1583,88.8
1584,87.0
1585,112.69999999999999
1586,88.65
1587,100.75
1588,105.1
1589,86.8
1590,88.8
1591,74.45
1592,88.8
1593,125.19999999999999
1594,68.35
1595,107.1
1596,139.5
1597,61.900000000000006
1598,70.2
1599,99.5
1600,107.1
1601,87.0
1602,74.45
1603,112.35
1604,88.65
1605,98.4
1606,138.6
1607,74.45
1608,112.69999999999999
1609,105.8
1610,98.74999999999999
1611,114.85
1612,74.45
1613,107.1
1614,69.1
1615,103.1
1616,107.1
1617,82.44999999999999
1618,95.6
1619,110.6
1620,139.5
1621,125.19999999999999
1622,67.1
1623,138.6
1624,97.55
1625,95.6
1626,125.19999999999999
1627,67.1
1628,95.6
1629,125.19999999999999
1630,88.8
1631,122.89999999999999
1632,87.0
1633,87.0
1634,107.1
1635,88.14999999999999
1636,139.5
1637,119.3
1638,115.09999999999998
1639,81.4
1640,107.1
1641,107.1
1642,103.1
1643,82.6
1644,67.1
1645,107.1
1646,88.8
1647,94.3
1648,117.60000000000001
1649,100.75
1650,114.85
1651,89.14999999999999
1652,74.45
1653,67.1
1654,106.9
1655,105.1
1656,82.6
1657,104.94999999999999
1658,114.85
1659,67.1
1660,91.5
1661,107.1
1662,88.8
1663,79.9
1664,73.0
1665,67.1
1666,107.1
1667,107.1
1668,102.54999999999998
1669,62.14999999999999
1670,88.8
1671,107.1
1672,107.1
1673,107.1
1674,107.1
1675,102.54999999999998
1676,70.65
1677,138.6
1678,67.1
1679,138.6
1680,107.1
1681,81.10000000000001
1682,114.89999999999998
1683,88.8
1684,65.0
1685,67.1
1686,107.1
1687,100.75
1688,54.699999999999996
1689,106.95
1690,75.2
1691,67.1
1692,68.35
1693,98.3
1694,67.1
1695,88.8
1696,67.1
1697,74.45
1698,70.65
1699,88.8
1700,117.6
1701,68.75
1702,88.65
1703,110.59999999999998
1704,127.69999999999997
1705,100.75
1706,114.85
1707,107.1
1708,82.55
1709,107.1
1710,67.1
1711,86.25
1712,106.95
1713,87.0
1714,74.39999999999999
1715,98.29999999999998
1716,88.8
1717,88.8
1718,111.1
1719,86.8
1720,104.89999999999999
1721,107.1
1722,107.3
1723,88.8
1724,67.6
1725,114.85
1726,83.80000000000001
1727,98.29999999999998
1728,56.699999999999996
1729,107.1
1730,88.8
1731,74.45
1732,88.8
1733,87.0
1734,100.75
1735,107.1
1736,112.69999999999999
1737,85.0
1738,88.65
1739,107.89999999999999
1740,88.8
1741,89.10000000000001
1742,72.94999999999999
1743,74.45
1744,86.25
1745,107.1
1746,90.10000000000001
1747,74.45
1748,88.8
1749,105.1
1750,88.8
1751,88.8
1752,67.1
1753,88.8
1754,88.8
1755,74.45
1756,107.1
1757,75.6
1758,100.75
1759,88.65
1760,88.8
1761,107.1
1762,107.1
1763,88.8
1764,94.3
1765,91.6
1766,67.1
1767,100.75
1768,88.9
1769,95.6
1770,88.9
1771,74.45
1772,74.45
1773,100.75
1774,113.3
1775,74.45
1776,63.3
1777,114.85
1778,67.1
1779,70.8
1780,88.8
1781,80.8
1782,66.5
1783,67.1
1784,74.45
1785,102.55000000000001
1786,107.1
1787,94.3
1788,88.65
1789,87.19999999999999
1790,139.5
1791,82.55000000000001
1792,67.1
1793,138.6
1794,110.5
1795,102.55000000000001
1796,88.8
1797,67.1
1798,101.85
1799,107.69999999999999
1800,111.1
1801,107.1
1802,74.45
1803,101.1
1804,105.29999999999998
1805,78.25
1806,89.7
1807,95.6
1808,85.0
1809,67.1
1810,88.8
1811,67.1
1812,107.1
1813,67.1
1814,100.75
1815,107.1
1816,107.1
1817,139.5
1818,93.69999999999999
1819,91.5
1820,107.1
1821,88.8
1822,65.64999999999999
1823,75.4
1824,88.8
1825,67.6
1826,66.35000000000001
1827,71.9
1828,103.99999999999997
1829,125.19999999999999
1830,73.6
1831,65.1
1832,88.8
1833,139.5
1834,74.45
1835,100.75
1836,74.45
1837,57.7
1838,102.69999999999999
1839,74.45
1840,95.9
1841,107.1
1842,88.8
1843,88.65
1844,73.2
1845,95.6
1846,88.65
1847,86.24999999999999
1848,67.1
1849,53.9
1850,88.65
1851,119.3
1852,125.19999999999999
1853,88.15
1854,67.1
1855,100.75
1856,114.85
1857,60.50000000000001
1858,107.1
1859,100.65
1860,107.1
1861,100.65
1862,107.1
1863,67.1
1864,127.79999999999998
1865,97.29999999999998
1866,139.5
1867,100.75
1868,100.75
1869,91.5
1870,104.29999999999995
1871,87.0
1872,88.8
1873,88.65
